id	V-score	VL-score	db	name
K01626	0.74	1.86923172	KEGG	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
K01627	2.51	2.399673721	KEGG	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
K01628	2.53	2.403120521	KEGG	L-fuculose-phosphate aldolase [EC:4.1.2.17]
K01629	0.6	1.77815125	KEGG	rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
K01630	0.53	1.72427587	KEGG	2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]
K01631	0.08	0.903089987	KEGG	2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
K01633	0.14	1.146128036	KEGG	7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]
K01634	1	2	KEGG	sphinganine-1-phosphate aldolase [EC:4.1.2.27]
K01635	0.02	0.301029996	KEGG	tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]
K01637	0.89	1.949390007	KEGG	isocitrate lyase [EC:4.1.3.1]
K01638	0.21	1.322219295	KEGG	malate synthase [EC:2.3.3.9]
K01640	1.93	2.285557309	KEGG	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
K01641	0.43	1.633468456	KEGG	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
K01647	0.6	1.77815125	KEGG	citrate synthase [EC:2.3.3.1]
K01649	0.73	1.86332286	KEGG	2-isopropylmalate synthase [EC:2.3.3.13]
K01652	5.23	2.718501689	KEGG	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K01653	0.05	0.698970004	KEGG	acetolactate synthase I/III small subunit [EC:2.2.1.6]
K01655	0.69	1.838849091	KEGG	homocitrate synthase [EC:2.3.3.14]
K01657	0.23	1.361727836	KEGG	anthranilate synthase component I [EC:4.1.3.27]
K01658	3.08	2.488550717	KEGG	anthranilate synthase component II [EC:4.1.3.27]
K01659	0.14	1.146128036	KEGG	2-methylcitrate synthase [EC:2.3.3.5]
K01661	0.71	1.851258349	KEGG	naphthoate synthase [EC:4.1.3.36]
K01662	4.95	2.694605199	KEGG	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
K01663	0.92	1.963787827	KEGG	imidazole glycerol-phosphate synthase [EC:4.3.2.10]
K01666	1.36	2.133538908	KEGG	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]
K01667	0.13	1.113943352	KEGG	tryptophanase [EC:4.1.99.1]
K01673	0.28	1.447158031	KEGG	carbonic anhydrase [EC:4.2.1.1]
K01674	1.94	2.28780173	KEGG	carbonic anhydrase [EC:4.2.1.1]
K01676	0.08	0.903089987	KEGG	fumarate hydratase, class I [EC:4.2.1.2]
K01677	0.04	0.602059991	KEGG	fumarate hydratase subunit alpha [EC:4.2.1.2]
K01678	0.06	0.77815125	KEGG	fumarate hydratase subunit beta [EC:4.2.1.2]
K01679	0.7	1.84509804	KEGG	fumarate hydratase, class II [EC:4.2.1.2]
K01681	0.52	1.716003344	KEGG	aconitate hydratase [EC:4.2.1.3]
K01682	0.22	1.342422681	KEGG	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
K01684	0.25	1.397940009	KEGG	galactonate dehydratase [EC:4.2.1.6]
K01685	0.04	0.602059991	KEGG	altronate hydrolase [EC:4.2.1.7]
K01686	0.04	0.602059991	KEGG	mannonate dehydratase [EC:4.2.1.8]
K01687	0.22	1.342422681	KEGG	dihydroxy-acid dehydratase [EC:4.2.1.9]
K01689	0.51	1.707570176	KEGG	enolase [EC:4.2.1.11]
K01690	0.19	1.278753601	KEGG	phosphogluconate dehydratase [EC:4.2.1.12]
K01692	0.9	1.954242509	KEGG	enoyl-CoA hydratase [EC:4.2.1.17]
K01693	0.05	0.698970004	KEGG	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K01695	0.05	0.698970004	KEGG	tryptophan synthase alpha chain [EC:4.2.1.20]
K01696	0.23	1.361727836	KEGG	tryptophan synthase beta chain [EC:4.2.1.20]
K01697	1.59	2.201397124	KEGG	cystathionine beta-synthase [EC:4.2.1.22]
K01698	0.12	1.079181246	KEGG	porphobilinogen synthase [EC:4.2.1.24]
K01699	0.02	0.301029996	KEGG	propanediol dehydratase large subunit [EC:4.2.1.28]
K01703	0.22	1.342422681	KEGG	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
K01704	0.07	0.84509804	KEGG	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
K01705	0.42	1.62324929	KEGG	homoaconitate hydratase [EC:4.2.1.36]
K01706	0.22	1.342422681	KEGG	glucarate dehydratase [EC:4.2.1.40]
K01707	0.4	1.602059991	KEGG	5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
K01708	0.04	0.602059991	KEGG	galactarate dehydratase [EC:4.2.1.42]
K01710	10	4.128011333	KEGG	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
K01712	0.04	0.602059991	KEGG	urocanate hydratase [EC:4.2.1.49]
K01713	1.04	2.017033339	KEGG	cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]
K01714	0.5	1.698970004	KEGG	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K01716	0.07	0.84509804	KEGG	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
K01719	0.02	0.301029996	KEGG	uroporphyrinogen-III synthase [EC:4.2.1.75]
K01720	0.04	0.602059991	KEGG	2-methylcitrate dehydratase [EC:4.2.1.79]
K01724	0.79	1.897627091	KEGG	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
K01725	0.04	0.602059991	KEGG	cyanate lyase [EC:4.2.1.104]
K01728	1.6	2.204119983	KEGG	pectate lyase [EC:4.2.2.2]
K01729	1	2	KEGG	poly(beta-D-mannuronate) lyase [EC:4.2.2.3]
K01730	0.17	1.230448921	KEGG	oligogalacturonide lyase [EC:4.2.2.6]
K01733	1.84	2.264817823	KEGG	threonine synthase [EC:4.2.3.1]
K01734	1.09	2.037426498	KEGG	methylglyoxal synthase [EC:4.2.3.3]
K01735	0.95	1.977723605	KEGG	3-dehydroquinate synthase [EC:4.2.3.4]
K01736	0.27	1.431363764	KEGG	chorismate synthase [EC:4.2.3.5]
K01737	10	3.477699928	KEGG	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
K01738	1.77	2.247973266	KEGG	cysteine synthase [EC:2.5.1.47]
K01739	0.95	1.977723605	KEGG	cystathionine gamma-synthase [EC:2.5.1.48]
K01740	1.09	2.037426498	KEGG	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K01743	1.4	2.146128036	KEGG	carbonic anhydrase [EC:4.2.1.1]
K01744	0.93	1.968482949	KEGG	aspartate ammonia-lyase [EC:4.3.1.1]
K01745	0.13	1.113943352	KEGG	histidine ammonia-lyase [EC:4.3.1.3]
K01746	0.01	0	KEGG	formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4]
K01749	0.22	1.342422681	KEGG	hydroxymethylbilane synthase [EC:2.5.1.61]
K01750	0.26	1.414973348	KEGG	ornithine cyclodeaminase [EC:4.3.1.12]
K01752	0.37	1.568201724	KEGG	L-serine dehydratase [EC:4.3.1.17]
K01753	0.01	0	KEGG	D-serine dehydratase [EC:4.3.1.18]
K01754	1.81	2.257678575	KEGG	threonine dehydratase [EC:4.3.1.19]
K01755	1.35	2.130333768	KEGG	argininosuccinate lyase [EC:4.3.2.1]
K01757	0.03	0.477121255	KEGG	strictosidine synthase [EC:4.3.3.2]
K01758	1.03	2.012837225	KEGG	cystathionine gamma-lyase [EC:4.4.1.1]
K01759	1.54	2.187520721	KEGG	lactoylglutathione lyase [EC:4.4.1.5]
K01760	1.12	2.049218023	KEGG	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
K01761	1.04	2.017033339	KEGG	methionine-gamma-lyase [EC:4.4.1.11]
K01762	1.53	2.184691431	KEGG	1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
K01770	0.04	0.602059991	KEGG	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]
K01771	1.91	2.281033367	KEGG	1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]
K01772	0.1	1	KEGG	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
K01775	0.6	1.77815125	KEGG	alanine racemase [EC:5.1.1.1]
K01776	0.52	1.716003344	KEGG	glutamate racemase [EC:5.1.1.3]
K01777	0.03	0.477121255	KEGG	proline racemase [EC:5.1.1.4]
K01778	0.24	1.380211242	KEGG	diaminopimelate epimerase [EC:5.1.1.7]
K01779	0.51	1.707570176	KEGG	aspartate racemase [EC:5.1.1.13]
K01782	1.02	2.008600172	KEGG	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
K01783	0.3	1.477121255	KEGG	ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K01785	0.16	1.204119983	KEGG	aldose 1-epimerase [EC:5.1.3.3]
K01790	6.61	2.820201459	KEGG	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
K01792	0.09	0.954242509	KEGG	glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
K01793	0.37	1.568201724	KEGG	heparosan-N-sulfate-glucuronate 5-epimerase [EC:5.1.3.17]
K01795	7.94	2.899820502	KEGG	mannuronan 5-epimerase [EC:5.1.3.37]
K01796	0.26	1.414973348	KEGG	alpha-methylacyl-CoA racemase [EC:5.1.99.4]
K01800	0.71	1.851258349	KEGG	maleylacetoacetate isomerase [EC:5.2.1.2]
K01801	0.16	1.204119983	KEGG	maleylpyruvate isomerase [EC:5.2.1.4]
K01803	0.26	1.414973348	KEGG	triosephosphate isomerase (TIM) [EC:5.3.1.1]
K01804	0.02	0.301029996	KEGG	L-arabinose isomerase [EC:5.3.1.4]
K01805	0.03	0.477121255	KEGG	xylose isomerase [EC:5.3.1.5]
K01807	0.09	0.954242509	KEGG	ribose 5-phosphate isomerase A [EC:5.3.1.6]
K01808	1.93	2.285557309	KEGG	ribose 5-phosphate isomerase B [EC:5.3.1.6]
K01812	0.03	0.477121255	KEGG	glucuronate isomerase [EC:5.3.1.12]
K01813	0.01	0	KEGG	L-rhamnose isomerase [EC:5.3.1.14]
K01814	0.89	1.949390007	KEGG	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K01815	0.01	0	KEGG	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
K01816	0.23	1.361727836	KEGG	hydroxypyruvate isomerase [EC:5.3.1.22]
K01817	0.17	1.230448921	KEGG	phosphoribosylanthranilate isomerase [EC:5.3.1.24]
K01818	0.03	0.477121255	KEGG	L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]
K01819	1.18	2.071882007	KEGG	galactose-6-phosphate isomerase [EC:5.3.1.26]
K01820	0.02	0.301029996	KEGG	L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
K01821	0.14	1.146128036	KEGG	4-oxalocrotonate tautomerase [EC:5.3.2.6]
K01822	0.27	1.431363764	KEGG	steroid Delta-isomerase [EC:5.3.3.1]
K01823	0.08	0.903089987	KEGG	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
K01825	0.98	1.991226076	KEGG	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
K01826	0.01	0	KEGG	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]
K01834	8.32	2.920123326	KEGG	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
K01841	1.78	2.250420002	KEGG	phosphoenolpyruvate phosphomutase [EC:5.4.2.9]
K01843	0.75	1.875061263	KEGG	lysine 2,3-aminomutase [EC:5.4.3.2]
K01845	4.43	2.646403726	KEGG	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K01846	0.1	1	KEGG	methylaspartate mutase sigma subunit [EC:5.4.99.1]
K01847	0.08	0.903089987	KEGG	methylmalonyl-CoA mutase [EC:5.4.99.2]
K01848	0.08	0.903089987	KEGG	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
K01849	0.15	1.176091259	KEGG	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
K01851	0.2	1.301029996	KEGG	salicylate biosynthesis isochorismate synthase [EC:5.4.4.2]
K01856	0.35	1.544068044	KEGG	muconate cycloisomerase [EC:5.5.1.1]
K01857	2.14	2.330413773	KEGG	3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]
K01858	0.96	1.982271233	KEGG	myo-inositol-1-phosphate synthase [EC:5.5.1.4]
K01860	0.2	1.301029996	KEGG	chloromuconate cycloisomerase [EC:5.5.1.7]
K01874	2.89	2.460897843	KEGG	methionyl-tRNA synthetase [EC:6.1.1.10]
K01885	2.08	2.318063335	KEGG	glutamyl-tRNA synthetase [EC:6.1.1.17]
K01886	1.81	2.257678575	KEGG	glutaminyl-tRNA synthetase [EC:6.1.1.18]
K01895	2.42	2.383815366	KEGG	acetyl-CoA synthetase [EC:6.2.1.1]
K01896	2.07	2.315970345	KEGG	medium-chain acyl-CoA synthetase [EC:6.2.1.2]
K01897	3.2	2.505149978	KEGG	long-chain acyl-CoA synthetase [EC:6.2.1.3]
K01902	0.13	1.113943352	KEGG	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K01903	0.09	0.954242509	KEGG	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K01904	3.18	2.50242712	KEGG	4-coumarate--CoA ligase [EC:6.2.1.12]
K01905	0.21	1.322219295	KEGG	acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]
K01906	0.02	0.301029996	KEGG	6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]
K01907	1.36	2.133538908	KEGG	acetoacetyl-CoA synthetase [EC:6.2.1.16]
K01908	1.92	2.283301229	KEGG	propionyl-CoA synthetase [EC:6.2.1.17]
K01911	2.97	2.472756449	KEGG	o-succinylbenzoate---CoA ligase [EC:6.2.1.26]
K01912	10	3.043755127	KEGG	phenylacetate-CoA ligase [EC:6.2.1.30]
K01914	0.27	1.431363764	KEGG	aspartate--ammonia ligase [EC:6.3.1.1]
K01915	3.35	2.525044807	KEGG	glutamine synthetase [EC:6.3.1.2]
K01916	10	3.082426301	KEGG	NAD+ synthase [EC:6.3.1.5]
K01918	0.16	1.204119983	KEGG	pantoate--beta-alanine ligase [EC:6.3.2.1]
K01919	0.19	1.278753601	KEGG	glutamate--cysteine ligase [EC:6.3.2.2]
K01920	2.76	2.440909082	KEGG	glutathione synthase [EC:6.3.2.3]
K01921	3.99	2.600972896	KEGG	D-alanine-D-alanine ligase [EC:6.3.2.4]
K01924	0.32	1.505149978	KEGG	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
K01925	0.42	1.62324929	KEGG	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
K01928	0.4	1.602059991	KEGG	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
K01929	0.39	1.591064607	KEGG	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
K01934	0.2	1.301029996	KEGG	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
K01935	0.03	0.477121255	KEGG	dethiobiotin synthetase [EC:6.3.3.3]
K01938	0.34	1.531478917	KEGG	formate--tetrahydrofolate ligase [EC:6.3.4.3]
K01940	0.2	1.301029996	KEGG	argininosuccinate synthase [EC:6.3.4.5]
K01941	0.39	1.591064607	KEGG	urea carboxylase [EC:6.3.4.6]
K01947	0.23	1.361727836	KEGG	biotin---[acetyl-CoA-carboxylase] ligase / type III pantothenate kinase [EC:6.3.4.15 2.7.1.33]
K01950	10	3.01745073	KEGG	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
K01953	10	3.397592434	KEGG	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
K01958	0.58	1.763427994	KEGG	pyruvate carboxylase [EC:6.4.1.1]
K01959	0.56	1.748188027	KEGG	pyruvate carboxylase subunit A [EC:6.4.1.1]
K01960	0.55	1.740362689	KEGG	pyruvate carboxylase subunit B [EC:6.4.1.1]
K01961	0.46	1.662757832	KEGG	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
K01962	0.04	0.602059991	KEGG	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
K01963	0.06	0.77815125	KEGG	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
K01964	0.25	1.397940009	KEGG	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]
K01965	0.38	1.579783597	KEGG	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]
K01966	0.1	1	KEGG	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]
K01968	3.42	2.534026106	KEGG	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
K01969	0.06	0.77815125	KEGG	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
K02078	10	3.098989639	KEGG	acyl carrier protein
K02079	0.16	1.204119983	KEGG	N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]
K02080	0.22	1.342422681	KEGG	putative deaminase/isomerase [EC:3.5.99.-]
K02095	0.01	0	KEGG	allophycocyanin-B
K02096	0.01	0	KEGG	phycobilisome core-membrane linker protein
K02107	0.03	0.477121255	KEGG	V/A-type H+/Na+-transporting ATPase subunit G/H
K02108	0.14	1.146128036	KEGG	F-type H+-transporting ATPase subunit a
K02109	0.27	1.431363764	KEGG	F-type H+-transporting ATPase subunit b
K02110	0.11	1.041392685	KEGG	F-type H+-transporting ATPase subunit c
K02111	0.07	0.84509804	KEGG	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
K02112	0.12	1.079181246	KEGG	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
K02113	0.01	0	KEGG	F-type H+-transporting ATPase subunit delta
K02114	0.02	0.301029996	KEGG	F-type H+-transporting ATPase subunit epsilon
K02115	0.05	0.698970004	KEGG	F-type H+-transporting ATPase subunit gamma
K02117	0.07	0.84509804	KEGG	V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]
K02118	0.05	0.698970004	KEGG	V/A-type H+/Na+-transporting ATPase subunit B
K02120	0.02	0.301029996	KEGG	V/A-type H+/Na+-transporting ATPase subunit D
K02121	0.02	0.301029996	KEGG	V/A-type H+/Na+-transporting ATPase subunit E
K02123	0.02	0.301029996	KEGG	V/A-type H+/Na+-transporting ATPase subunit I
K02124	0.01	0	KEGG	V/A-type H+/Na+-transporting ATPase subunit K
K02133	0.05	0.698970004	KEGG	F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]
K02160	0.09	0.954242509	KEGG	acetyl-CoA carboxylase biotin carboxyl carrier protein
K02170	4	2.602059991	KEGG	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K02190	0.04	0.602059991	KEGG	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K02203	0.03	0.477121255	KEGG	phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]
K02204	0.41	1.612783857	KEGG	homoserine kinase type II [EC:2.7.1.39]
K02224	0.04	0.602059991	KEGG	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]
K02225	1.95	2.290034611	KEGG	cobalamin biosynthesis protein CobC
K02226	8.26	2.916980047	KEGG	alpha-ribazole phosphatase [EC:3.1.3.73]
K02227	0.01	0	KEGG	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
K02229	0.05	0.698970004	KEGG	precorrin-3B synthase [EC:1.14.13.83]
K02230	0.01	0	KEGG	cobaltochelatase CobN [EC:6.6.1.2]
K02231	0.04	0.602059991	KEGG	adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
K02232	0.06	0.77815125	KEGG	adenosylcobyric acid synthase [EC:6.3.5.10]
K02233	0.03	0.477121255	KEGG	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K02257	0.14	1.146128036	KEGG	heme o synthase [EC:2.5.1.141]
K02258	0.01	0	KEGG	cytochrome c oxidase assembly protein subunit 11
K02274	0.22	1.342422681	KEGG	cytochrome c oxidase subunit I [EC:7.1.1.9]
K02275	0.1	1	KEGG	cytochrome c oxidase subunit II [EC:7.1.1.9]
K02276	0.04	0.602059991	KEGG	cytochrome c oxidase subunit III [EC:7.1.1.9]
K02277	0.13	1.113943352	KEGG	cytochrome c oxidase subunit IV [EC:7.1.1.9]
K02284	0.08	0.903089987	KEGG	phycocyanin alpha chain
K02286	0.01	0	KEGG	phycocyanin-associated rod linker protein
K02288	2.39	2.378397901	KEGG	phycocyanobilin lyase subunit alpha [EC:4.4.1.32]
K02289	0.17	1.230448921	KEGG	phycocyanobilin lyase subunit beta [EC:4.4.1.32]
K02290	0.01	0	KEGG	phycobilisome rod-core linker protein
K02291	0.26	1.414973348	KEGG	15-cis-phytoene synthase [EC:2.5.1.32]
K02293	3.05	2.484299839	KEGG	15-cis-phytoene desaturase [EC:1.3.5.5]
K02294	1.15	2.06069784	KEGG	beta-carotene hydroxylase [EC:1.14.13.-]
K02297	0.03	0.477121255	KEGG	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
K02298	0.12	1.079181246	KEGG	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
K02299	0.02	0.301029996	KEGG	cytochrome o ubiquinol oxidase subunit III
K02304	0.05	0.698970004	KEGG	precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]
K02305	0.04	0.602059991	KEGG	nitric oxide reductase subunit C
K02361	0.2	1.301029996	KEGG	isochorismate synthase [EC:5.4.4.2]
K02371	4.25	2.62838893	KEGG	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
K02372	0.13	1.113943352	KEGG	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K02433	0.52	1.716003344	KEGG	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K02434	0.36	1.556302501	KEGG	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
K02435	0.36	1.556302501	KEGG	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K02437	0.35	1.544068044	KEGG	glycine cleavage system H protein
K02439	1.47	2.167317335	KEGG	thiosulfate sulfurtransferase [EC:2.8.1.1]
K02446	0.19	1.278753601	KEGG	fructose-1,6-bisphosphatase II [EC:3.1.3.11]
K02492	0.11	1.041392685	KEGG	glutamyl-tRNA reductase [EC:1.2.1.70]
K02495	3.29	2.517195898	KEGG	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]
K02500	0.97	1.986771734	KEGG	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
K02501	0.64	1.806179974	KEGG	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
K02502	1.18	2.071882007	KEGG	ATP phosphoribosyltransferase regulatory subunit
K02509	0.01	0	KEGG	2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]
K02510	0.49	1.69019608	KEGG	4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K02517	0.21	1.322219295	KEGG	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]
K02535	0.1	1	KEGG	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
K02536	10	3.477844476	KEGG	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
K02545	0.14	1.146128036	KEGG	penicillin-binding protein 2 prime [EC:3.4.16.4]
K02548	0.4	1.602059991	KEGG	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]
K02549	0.17	1.230448921	KEGG	o-succinylbenzoate synthase [EC:4.2.1.113]
K02551	2.42	2.383815366	KEGG	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]
K02552	0.2	1.301029996	KEGG	menaquinone-specific isochorismate synthase [EC:5.4.4.2]
K02554	0.02	0.301029996	KEGG	2-keto-4-pentenoate hydratase [EC:4.2.1.80]
K02560	0.19	1.278753601	KEGG	lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]
K02567	0.25	1.397940009	KEGG	nitrate reductase (cytochrome) [EC:1.9.6.1]
K02568	0.04	0.602059991	KEGG	nitrate reductase (cytochrome), electron transfer subunit
K02586	0.01	0	KEGG	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]
K02588	5.15	2.711807229	KEGG	nitrogenase iron protein NifH
K02591	0.01	0	KEGG	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]
K02609	0.09	0.954242509	KEGG	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]
K02611	0.07	0.84509804	KEGG	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]
K02612	0.83	1.919078092	KEGG	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD
K02613	2.8	2.447158031	KEGG	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
K02614	0.24	1.380211242	KEGG	acyl-CoA thioesterase [EC:3.1.2.-]
K02615	0.44	1.643452676	KEGG	3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]
K02618	1.43	2.155336037	KEGG	oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]
K02626	0.55	1.740362689	KEGG	arginine decarboxylase [EC:4.1.1.19]
K02629	0.11	1.041392685	KEGG	phycoerythrocyanin beta chain
K02630	0.01	0	KEGG	phycoerythrocyanin-associated rod linker protein
K02631	0.12	1.079181246	KEGG	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecE [EC:4.4.1.31]
K02632	0.02	0.301029996	KEGG	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecF [EC:4.4.1.31]
K02635	0.09	0.954242509	KEGG	cytochrome b6
K02636	0.14	1.146128036	KEGG	cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]
K02637	0.08	0.903089987	KEGG	cytochrome b6-f complex subunit 4
K02641	0.27	1.431363764	KEGG	ferredoxin--NADP+ reductase [EC:1.18.1.2]
K02689	0.04	0.602059991	KEGG	photosystem I P700 chlorophyll a apoprotein A1 [EC:1.97.1.12]
